Bet,Team,Total,ExactBet,Date,Market,Other,LineTaken,Edge,BetType,RichStake,Grade,Profit
563,Washington ,False,Washington Wizards +13.5 L,2026-03-05,-124,124,105,13.5,spread,1161.3,W,1219
564,Arkansas ,False,Arkansas ml L,2026-03-07,-109,109,118,14.4,moneyline,4860.1,W,5939
565,Arkansas ,True,Arkansas u162.5 L,2026-03-07,-6,6,121,14.1,total,1598.1,mix,183
566,Connecticut ,False,Connecticut ml L,2026-03-07,492,-492,700,22.1,moneyline,892.5,L,-891
567,Connecticut ,True,Connecticut o134.5 L,2026-03-07,-100,100,125,12.5,total,96.6,L,-96
568,Davidson ,False,Davidson -11.5 L,2026-03-07,-109,109,120,14.7,spread,404.6,L,-404
569,Georgia ,False,Georgia Tech +10.5 L,2026-03-07,-124,124,118,19.0,spread,14499.1,mix,6148
570,Kansas ,True,Kansas State o153.5 L,2026-03-07,-129,129,-103,11.0,total,249.9,W,242
571,Louisiana ,True,Louisiana Tech o132.5 L,2026-03-07,-103,103,118,10.6,total,410.9,L,-410
572,Missouri ,False,Missouri ml L,2026-03-07,-107,107,114,10.6,moneyline,1348.2,L,-1348
573,Notre ,True,Notre Dame o137.5 L,2026-03-07,-107,107,115,11.1,total,844.2,W,970
574,Stony ,False,Stony Brook ml L,2026-03-07,214,-214,245,9.9,moneyline,329.7,L,-329
575,UNC ,True,UNC Greensboro o154.5 L,2026-03-07,-132,132,105,16.6,total,92.4,L,-92
576,Villanova ,False,Villanova -12.5 L,2026-03-07,-133,133,-106,10.9,spread,1721.3,W,1623
577,Charlotte ,True,Charlotte Hornets u205.5 L,2026-03-10,150,-150,128,-8.8,total,572.6,W,732
578,Detroit ,True,Detroit Pistons u114.5 1h L,2026-03-10,-166,166,-127,11.5,total,1547.0,W,1218
579,Florida ,False,Florida International ml L,2026-03-10,125,-125,150,11.1,moneyline,1629.6,L,-1629
580,Idaho ,False,Idaho -6.5 L,2026-03-10,-104,104,116,11.7,spread,1619.8,W,1830
581,Idaho ,True,Idaho o144.5 L,2026-03-10,-105,105,132,18.8,total,1540.7,mix,1198
582,Kansas ,True,Kansas State u190.5 L,2026-03-10,109,-109,128,9.1,total,1145.9,L,-1145
583,Long ,False,Long Island ml L,2026-03-10,-122,122,-110,4.9,moneyline,2685.9,W,2441
584,Los ,False,Los Angeles Lakers -13.5 L,2026-03-10,-132,132,-106,8.2,spread,5375.3,W,4883
585,Mercyhurst ,True,Mercyhurst u152.5 L,2026-03-10,116,-117,120,1.6,total,1222.2,W,1466
586,Milwaukee ,False,Milwaukee Bucks -4.5 L,2026-03-10,8,-8,35,10.8,spread,5938.1,L,-5937
587,Minnesota ,True,Minnesota Timberwolves o216.5 L,2026-03-10,164,-164,188,9.1,total,389.9,W,733
588,Monmouth ,True,Monmouth u136.5 L,2026-03-10,-103,103,116,9.6,total,1264.2,L,-1264
589,Oklahoma ,False,Oklahoma State -9.5 L,2026-03-10,-112,112,108,9.9,spread,2144.1,L,-2144
590,Oklahoma ,True,Oklahoma State o174.5 L,2026-03-10,175,-175,175,0.0,total,837.9,W,1466
591,Oregon ,False,Oregon +18.5 L,2026-03-10,-111,111,106,8.4,spread,2305.8,W,2444
592,Portland ,False,Portland State ml L,2026-03-10,159,-159,387,75.0,moneyline,1258.6,L,-1258
593,San ,False,San Antonio Spurs ml L,2026-03-10,-144,144,-120,8.2,moneyline,4404.4,W,3670
594,Syracuse ,False,Syracuse +13.5 L,2026-03-10,106,-106,148,20.4,spread,1651.3,L,-1651
595,Texas ,False,Texas A&M Corpus Christi 1h ml L,2026-03-10,-122,122,8,13.5,moneyline,1771.0,mix,-183
596,UT ,False,UT Rio Grande Valley ml L,2026-03-10,162,-162,277,40.3,moneyline,546.7,L,-546
597,Vermont ,False,Vermont -10.5 L,2026-03-10,-115,115,112,13.4,spread,654.5,L,-654
598,Virginia ,False,Virginia Tech ml L,2026-03-10,-152,152,-135,5.0,moneyline,3303.3,L,-3303
599,Wake ,False,Wake Forest -6.5 L,2026-03-10,109,-109,143,16.3,spread,1709.4,L,-1709
600,Washington ,True,Washington Wizards u248.5 L,2026-03-10,108,-108,130,10.6,total,1237.6,L,-1237
