Unique Bet Rule 1,Team,Total?,Unnamed: 3,Bet,Book,Date,Market,Other    ,LineTaken   ,Edge  ,Ignore,TrueL,Decim,Betsize    ,Sport,Unnamed: 16,Opp,Total Stake,Rich Stake,Other Stake,Grade,CloseLine    ,CloseOther    ,Ignore.1,CloseEdge,Trueline,Net,ExpWinPlace,Date.1,RunExpWinPlace,RunNet,Bankroll,Kelly,Time,PIN M,PIN M$,PIN O,PIN O$,BM M,BM O,PM M,PM M$,PM O,PM O$,ST M,ST M$,ST O,ST O$,KAL M,KAL M$,KAL O,KAL O$,FD M,FD O,BOL M,BOL O,BOV M,BOV O,NV M,NV M$,NV O,NV O$,PX M,PX M$,PX O,PX O$,CZR M,CZR O,BM M$,BM O$,DK M,DK O,4C M,4C M$,4C O,4C O$
132,Portland ,0,2024-11,Portland State +8.5 (ncaab),BRmb,2024-11-24,-164,137,-134,0.039927225428291406,0.022864308578594228,-147.22727272727275,1.7462686567164178,3302.5114880125043,NCAAB,spread,,,0.0,2776.53,W,,,,,,0.0,0.0,2024-11-24,107598.96043404443,23452.645933333362,123452.64593333377,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Portland ,0,2024-11,Portland State +6.5 (ncaab),FWmb,2024-11-24,-126,106,-106,0.038858070121719164,0.01999492928593316,-114.84955752212393,1.9433962264150944,2542.479733366303,NCAAB,spread,,,1590.0,2772.0699999999997,W,,,,,,1500.0,61.78433149353347,2024-11-24,107660.74476553797,24952.645933333362,123452.64593333377,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Portland ,0,2024-11,Portland State +6.5 (ncaab),BRmb,2024-11-24,-126,106,-106,0.038858070121719164,0.01999492928593316,-114.84955752212393,1.9433962264150944,2573.37189911307,NCAAB,spread,,,0.0,2192.0,W,,,,,,0.0,0.0,2024-11-24,107660.74476553797,24952.645933333362,124952.64593333377,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Portland ,0,2024-11,Portland State +6 (ncaab),FWmb,2024-11-24,-117,-101,102,0.045568076770700384,0.022558453846881377,-107.30026919742666,2.02,2791.103805192302,NCAAB,spread,,,1500.0,2562.75,W,,,,,,1530.0,68.35211515605057,2024-11-24,107729.09688069402,26482.645933333362,124952.64593333377,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Portland ,0,2024-11,Portland State +6 (ncaab),BRmb,2024-11-24,-117,-101,102,0.045568076770700384,0.022558453846881377,-107.30026919742666,2.02,2825.2798627703273,NCAAB,spread,,,0.0,2041.56,W,,,,,,0.0,0.0,2024-11-24,107729.09688069402,26482.645933333362,126482.64593333377,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Raptors ,0,2024-11,Raptors ml 1h,FWmb,2024-11-24,276,-335,390,0.25781895432550456,0.05261611312765399,289.5632183908046,4.9,4140.350977446725,NBA,moneyline,,,265.635,265.635,L,,,,,,-265.635,68.4857379322554,2024-11-24,106567.23525556737,24995.665933333363,125261.30093333374,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Raptors ,0,2024-11,Raptors ml 1h,BRmb,2024-11-24,276,-335,390,0.25781895432550456,0.05261611312765399,289.5632183908046,4.9,4131.570754634897,NBA,moneyline,,,133.485,133.485,L,,,,,,-133.485,34.41496311813998,2024-11-24,106601.6502186855,24862.180933333362,124995.66593333374,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Raptors ,0,2024-11,Raptors ml q2,FWmb,2024-11-24,181,-209,225,0.12045208582043762,0.037062180252442345,190.06148867313914,3.25,3342.2022518908725,NBA,moneyline,,,345.33,345.33,W,,,,,,776.99,41.59571879637172,2024-11-24,106643.24593748187,25639.170933333364,124862.18093333374,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Raptors ,0,2024-11,Raptors ml q2,BRmb,2024-11-24,181,-209,225,0.12045208582043762,0.037062180252442345,190.06148867313914,3.25,3363.0000443712333,NBA,moneyline,,,173.53,173.53,W,,,,,,390.44,20.90205045242054,2024-11-24,106664.1479879343,26029.610933333362,125639.17093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,St ,0,2024-11,St Thomas +4 (ncaab),FWmb,2024-11-24,-133,109,100,0.088009080767951,0.0440045403839755,-119.30042918454932,2.0,5696.679323856596,NCAAB,spread,,,1500.0,2643.9700000000003,P,,,,,,0.0,132.0136211519265,2024-11-24,108247.87607262305,29456.625933333362,129456.62593333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,St ,0,2024-11,St Thomas +3 (ncaab),FWmb,2024-11-24,-105,-109,114,0.06033641905622037,0.028194588344028215,101.82273866484391,2.1399999999999997,3425.8549262798224,NCAAB,spread,,,1500.0,2135.06,L,,,,,,-1500.0,90.50462858433056,2024-11-24,108338.38070120738,27956.625933333362,129456.62593333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,St ,0,2024-11,St Thomas +4.5 (ncaab),FWmb,2024-11-24,-135,116,-108,0.06646410938093433,0.034510210640100514,-124.0851063829787,1.925925925925926,4592.442518306133,NCAAB,spread,,,1620.0,2835.88,W,,,,,,1500.0,107.67185719711362,2024-11-24,108446.0525584045,29456.625933333362,127956.62593333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,St ,0,2024-11,St Thomas +3.5 (ncaab),FWmb,2024-11-24,-115,100,106,0.06471910112359558,0.0314170393803862,-106.97674418604653,2.06,3952.0360683485446,NCAAB,spread,,,1500.0,2409.41,L,,,,,,-1500.0,97.07865168539337,2024-11-24,108543.1312100899,27956.625933333362,129456.62593333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o221,FWmb,2024-11-24,-114,107,102,0.05933508155918055,0.029373802752069578,-110.2710280373832,2.02,3665.6751194123285,NBA,total,,,1500.0,1547.04,L,,,,,,-1500.0,89.00262233877082,2024-11-24,106753.15061027306,24529.610933333362,126029.61093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o221,BRmb,2024-11-24,-114,107,102,0.05933508155918055,0.029373802752069578,-110.2710280373832,2.02,3622.0463829717546,NBA,total,,,0.0,1531.17,L,,,,,,0.0,0.0,2024-11-24,106753.15061027306,24529.610933333362,124529.61093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o220,FWmb,2024-11-24,-137,119,-109,0.07123788379409919,0.037152771930893835,-126.59493670886079,1.9174311926605505,4834.818144163301,NBA,total,,,1635.0,1743.2399999999998,L,,,,,,-1635.0,116.47394000335218,2024-11-24,106869.62455027642,22894.610933333362,124529.61093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o220,BRmb,2024-11-24,-137,119,-109,0.07123788379409919,0.037152771930893835,-126.59493670886079,1.9174311926605505,4771.339846861474,NBA,total,,,0.0,1697.6,L,,,,,,0.0,0.0,2024-11-24,106869.62455027642,22894.610933333362,122894.61093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o219.5,FWmb,2024-11-24,-144,123,-114,0.06668355486678205,0.03552301520940726,-131.6065573770492,1.8771929824561404,4671.1782326727325,NBA,total,,,1710.0,1821.79,L,,,,,,-1710.0,114.02887882219731,2024-11-24,106983.65342909862,21184.610933333362,122894.61093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o219.5,BRmb,2024-11-24,-144,123,-114,0.06668355486678205,0.03552301520940726,-131.6065573770492,1.8771929824561404,4606.18177174408,NBA,total,,,0.0,1774.77,L,,,,,,0.0,0.0,2024-11-24,106983.65342909862,21184.610933333362,121184.61093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o221.5,FWmb,2024-11-24,-118,104,106,0.08101499825601671,0.03932766905631879,-110.42201834862385,2.06,4631.024077084951,NBA,total,,,1466.025,1466.025,L,,,,,,-1466.025,118.77001281827691,2024-11-24,107102.4234419169,19718.58593333336,121184.61093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o221.5,BRmb,2024-11-24,-118,104,106,0.08101499825601671,0.03932766905631879,-110.42201834862385,2.06,4575.000486132934,NBA,total,,,33.97,1439.42,L,,,,,,-33.97,2.7520794907568877,2024-11-24,107105.17552140765,19684.61593333336,119718.58593333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Timberwolves ,1,2024-11,Timberwolves o222,FWmb,2024-11-24,-110,-102,110,0.06924839596700291,0.032975426650953765,-103.73482726423904,2.1,3767.258034231891,NBA,total,,,1412.715,1412.715,L,,,,,,-1412.715,97.82824770852451,2024-11-24,107203.00376911619,18271.90093333336,119684.61593333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,USC ,0,2024-11,USC -21.5 (ncaab),FWmb,2024-11-24,-125,116,-106,0.06003430531732412,0.030891438658428916,-119.99999999999997,1.9433962264150944,3763.1968478787976,NCAAB,spread,,,545.26,545.26,L,,,,,,-545.26,32.73430531732415,2024-11-24,107235.73807443351,17726.64093333336,118271.90093333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,USC ,0,2024-11,USC -21.5 (ncaab),BRmb,2024-11-24,-125,116,-106,0.06003430531732412,0.030891438658428916,-119.99999999999997,1.9433962264150944,3745.847666060616,NCAAB,spread,,,273.995,273.995,L,,,,,,-273.995,16.449099485420223,2024-11-24,107252.18717391892,17452.645933333362,117726.64093333377,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Villanova ,1,2024-11,Villanova o139 (ncaab),FWmb,2024-11-24,-117,-103,102,0.04067112055876103,0.02013421809839655,-106.26370184779205,2.02,2651.027889708324,NCAAB,total,,,1015.68,1015.68,W,,,,,,1035.99,41.3088437291224,2024-11-24,109103.51940829698,34007.41593333336,132971.42593333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Villanova ,1,2024-11,Villanova o139 (ncaab),BRmb,2024-11-24,-117,-103,102,0.04067112055876103,0.02013421809839655,-106.26370184779205,2.02,2671.6822398003196,NCAAB,total,,,484.32,536.46,W,,,,,,494.01,19.69783710901914,2024-11-24,109123.217245406,34501.42593333336,134007.41593333377,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alabama ,0,2024-11,Alabama A&M -4.5 (ncaab),FWmb,2024-11-25,-145,116,-114,0.05327273755869453,0.02837893496117372,-127.83673469387759,1.8771929824561404,4616.053621587278,NCAAB,spread,,,584.38,584.38,L,,,,,,-584.38,31.13152237454991,2024-11-25,115190.3834892903,51432.20593333334,152016.5859333338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alabama ,0,2024-11,Alabama A&M -4.5 (ncaab),BRmb,2024-11-25,-145,116,-114,0.05327273755869453,0.02837893496117372,-127.83673469387759,1.8771929824561404,4598.308653833785,NCAAB,spread,,,584.38,584.38,L,,,,,,-584.38,31.13152237454991,2024-11-25,115221.51501166484,50847.82593333334,151432.20593333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alabama ,0,2024-11,Alabama A&M -4 (ncaab),FWmb,2024-11-25,-156,124,-122,0.0502547395418155,0.027617469477934642,-136.5,1.819672131147541,4624.299103664574,NCAAB,spread,,,627.14,627.14,L,,,,,,-627.14,31.516757356254175,2024-11-25,115253.0317690211,50220.68593333334,150847.82593333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alabama ,0,2024-11,Alabama A&M -4 (ncaab),BRmb,2024-11-25,-156,124,-122,0.0502547395418155,0.027617469477934642,-136.5,1.819672131147541,4605.073881677259,NCAAB,spread,,,627.14,627.14,L,,,,,,-627.14,31.516757356254175,2024-11-25,115284.54852637734,49593.54593333334,150220.68593333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alabama ,0,2024-11,Alabama A&M -5 (ncaab),FWmb,2024-11-25,-134,108,-107,0.05165778847794371,0.02670233510695641,-119.11111111111113,1.9345794392523366,4134.304388116995,NCAAB,spread,,,547.075,547.075,L,,,,,,-547.075,28.260684631571056,2024-11-25,115312.80921100892,49046.470933333345,149593.54593333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alabama ,0,2024-11,Alabama A&M -5 (ncaab),BRmb,2024-11-25,-134,108,-107,0.05165778847794371,0.02670233510695641,-119.11111111111113,1.9345794392523366,4119.184921839104,NCAAB,spread,,,547.075,547.075,L,,,,,,-547.075,28.260684631571056,2024-11-25,115341.0698956405,48499.39593333335,149046.47093333374,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alabama ,0,2024-11,Alabama A&M -5.5 (ncaab),FWmb,2024-11-25,-122,-101,100,0.04473415132924319,0.022367075664621594,-109.36580144500932,2.0,3321.497224991476,NCAAB,spread,,,514.255,514.255,L,,,,,,-514.255,23.004760991819957,2024-11-25,115364.07465663232,47985.14093333335,148499.39593333373,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Alabama ,0,2024-11,Alabama A&M -5.5 (ncaab),BRmb,2024-11-25,-122,-101,100,0.04473415132924319,0.022367075664621594,-109.36580144500932,2.0,3309.9948444955658,NCAAB,spread,,,514.255,514.255,L,,,,,,-514.255,23.004760991819957,2024-11-25,115387.07941762415,47470.88593333335,147985.14093333372,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Chattanooga ,0,2024-11,Chattanooga ml (ncaab),FWmb,2024-11-25,-538,431,-400,0.021802516896628626,0.0174420135173029,-447.77115987460814,1.25,6043.058155228849,NCAAB,moneyline,,,2057.025,2057.025,W,,,,,,514.26,44.848322319287504,2024-11-25,115864.52602422518,39100.51093333335,138586.25093333377,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Chattanooga ,0,2024-11,Chattanooga ml (ncaab),BRmb,2024-11-25,-538,431,-400,0.021802516896628626,0.0174420135173029,-447.77115987460814,1.25,6065.482479907369,NCAAB,moneyline,,,2057.025,2057.025,W,,,,,,514.26,44.848322319287504,2024-11-25,115909.37434654447,39614.770933333355,139100.51093333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Clemson ,0,2024-11,Clemson ml (ncaab),FWmb,2024-11-25,-155,138,-137,0.022872372163328283,0.013221582220995676,-144.66666666666663,1.72992700729927,2237.5408354677297,NCAAB,moneyline,,,704.955,704.955,W,,,,,,514.57,16.123993118399092,2024-11-25,115604.0543180812,43328.04593333335,142813.47593333374,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Clemson ,0,2024-11,Clemson ml (ncaab),BRmb,2024-11-25,-155,138,-137,0.022872372163328283,0.013221582220995676,-144.66666666666663,1.72992700729927,2245.602899500427,NCAAB,moneyline,,,704.955,704.955,W,,,,,,514.57,16.123993118399092,2024-11-25,115620.17831119959,43842.61593333335,143328.04593333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Colorado ,0,2024-11,Colorado +8 (ncaab),FWmb,2024-11-25,-113,108,100,0.04919203642531911,0.024596018212659554,-110.34741784037557,2.0,3627.196596253316,NCAAB,spread,,,787.125,787.125,L,,,,,,-787.125,38.7202816712793,2024-11-25,115425.79969929543,46683.76093333335,147470.88593333372,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Colorado ,0,2024-11,Colorado +8 (ncaab),BRmb,2024-11-25,-113,108,100,0.04919203642531911,0.024596018212659554,-110.34741784037557,2.0,3607.836455417676,NCAAB,spread,,,787.125,787.125,L,,,,,,-787.125,38.7202816712793,2024-11-25,115464.51998096671,45896.63593333335,146683.76093333372,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Colorado ,0,2024-11,Colorado +8.5 (ncaab),FWmb,2024-11-25,-137,114,-109,0.06030494749749178,0.03145090563266317,-123.70464135021095,1.9174311926605505,4795.067488661098,NCAAB,spread,,,838.455,838.455,L,,,,,,-838.455,50.56298475400948,2024-11-25,115515.08296572072,45058.18093333335,145896.63593333372,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Colorado ,0,2024-11,Colorado +8.5 (ncaab),BRmb,2024-11-25,-137,114,-109,0.06030494749749178,0.03145090563266317,-123.70464135021095,1.9174311926605505,4767.510661970163,NCAAB,spread,,,838.455,838.455,L,,,,,,-838.455,50.56298475400948,2024-11-25,115565.64595047473,44219.72593333335,145058.18093333373,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Mavericks ,0,2024-11,Mavericks ml,FWmb,2024-11-25,138,-149,155,0.05190351545674419,0.020354319786958508,142.41767068273091,2.55,2353.912844997193,NBA,moneyline,,,414.72,414.72,W,,,,,,642.82,21.52542593022095,2024-11-25,115994.72386231806,41233.10093333335,140590.2809333338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Mavericks ,0,2024-11,Mavericks ml,BRmb,2024-11-25,138,-149,155,0.05190351545674419,0.020354319786958508,142.41767068273091,2.55,2364.6756249345817,NBA,moneyline,,,414.72,414.72,W,,,,,,642.82,21.52542593022095,2024-11-25,116016.24928824828,41875.92093333335,141233.1009333338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Nets ,0,2024-11,Nets +15.5,FWmb,2024-11-25,-163,142,-141,0.025490319180219385,0.014913423254817149,-149.98479087452472,1.7092198581560285,2543.4105884804353,NBA,spread,,,905.375,905.375,W,,,,,,642.11,23.078297727791124,2024-11-25,116057.99909634744,42173.27593333335,141531.1659333338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,North ,0,2024-11,North Carolina ml (ncaab),FWmb,2024-11-25,-411,340,-295,0.04398419813423396,0.03284895810025068,-353.89432485322885,1.3389830508474576,9795.806106889013,NCAAB,moneyline,,,1512.51,1512.51,W,,,,,,512.72,66.5265395200102,2024-11-25,115092.72542739574,51503.865933333334,150991.14593333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,North ,0,2024-11,North Carolina ml (ncaab),BRmb,2024-11-25,-411,340,-295,0.04398419813423396,0.03284895810025068,-353.89432485322885,1.3389830508474576,9829.069684538405,NCAAB,moneyline,,,1512.51,1512.51,W,,,,,,512.72,66.5265395200102,2024-11-25,115159.25196691575,52016.585933333336,151503.8659333338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,North ,0,2024-11,North Carolina ml (ncaab),FWmb,2024-11-25,-412,340,-315,0.027310763718196865,0.020729856798149426,-354.06250000000017,1.3174603174603174,6005.452982335472,NCAAB,moneyline,,,1494.86,3326.2800000000007,W,,,,,,474.56,40.825768251783764,2024-11-25,115950.20011479626,40089.33093333335,139614.77093333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,North ,0,2024-11,North Carolina ml (ncaab),BRmb,2024-11-25,-412,340,-315,0.027310763718196865,0.020729856798149426,-354.06250000000017,1.3174603174603174,6025.865921082891,NCAAB,moneyline,,,0.0,4821.14,W,,,,,,0.0,0.0,2024-11-25,115950.20011479626,40089.33093333335,140089.33093333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Pelicans ,1,2024-11,Pelicans u111.5 1h,FWmb,2024-11-25,-144,115,-113,0.054158780500281424,0.028732122988412212,-126.88524590163937,1.8849557522123894,4341.362175958595,NBA,total,,,171.415,171.415,L,,,,,,-171.415,9.283627359455739,2024-11-25,116025.53291560774,41704.50593333335,141875.9209333338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Pelicans ,1,2024-11,Pelicans u111.5 1h,BRmb,2024-11-25,-144,115,-113,0.054158780500281424,0.028732122988412212,-126.88524590163937,1.8849557522123894,4336.116926500502,NBA,total,,,173.34,173.34,L,,,,,,-173.34,9.387883011918783,2024-11-25,116034.92079861966,41531.16593333335,141704.5059333338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Sac ,1,2024-11,Sac Kings o235.5,FWmb,2024-11-25,205,-259,300,0.24983680751990955,0.06245920187997739,220.041782729805,4.0,5988.585400352999,NBA,total,,,128.56,128.56,W,,,,,,385.68,32.119019974759574,2024-11-25,116438.64116856038,44205.61093333334,143819.93093333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Sac ,1,2024-11,Sac Kings o235.5,BRmb,2024-11-25,205,-259,300,0.24983680751990955,0.06245920187997739,220.041782729805,4.0,6004.644910340378,NBA,total,,,128.56,128.56,W,,,,,,385.68,32.119019974759574,2024-11-25,116470.76018853515,44591.29093333334,144205.61093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Saint ,0,2024-11,Saint Louis ml (ncaab),FWmb,2024-11-25,-409,356,-345,0.013306980652316579,0.010316647921458921,-366.41257367387027,1.289855072463768,3215.686378162087,NCAAB,moneyline,,,1728.29,1728.29,W,,,,,,500.95,22.99832159159222,2024-11-25,115973.19843638784,40590.28093333335,140089.33093333378,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Saint ,0,2024-11,Saint Louis ml (ncaab),BRmb,2024-11-25,-409,356,-345,0.013306980652316579,0.010316647921458921,-366.41257367387027,1.289855072463768,3263.5223804093107,NCAAB,moneyline,,,1728.29,1728.29,W,,,,,,500.95,22.99832159159222,2024-11-25,116080.99741793903,42674.22593333335,142173.2759333338,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +8 (ncaab),FWmb,2024-11-25,-158,143,-136,0.03786775014707237,0.02182209330509255,-148.81395348837202,1.7352941176470589,3703.9574436520456,NCAAB,spread,,,1024.405,1024.405,L,,,,,,-1024.405,38.791912589411666,2024-11-25,115658.970223789,42818.21093333335,143842.61593333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +8 (ncaab),BRmb,2024-11-25,-158,143,-136,0.03786775014707237,0.02182209330509255,-148.81395348837202,1.7352941176470589,3677.578943091246,NCAAB,spread,,,0.0,2048.81,L,,,,,,0.0,0.0,2024-11-25,115658.970223789,42818.21093333335,142818.21093333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +7.5 (ncaab),FWmb,2024-11-25,-148,133,-125,0.047014371499898684,0.026119095277721494,-139.04838709677418,1.8,4196.567766106653,NCAAB,spread,,,964.225,964.225,L,,,,,,-964.225,45.33243235948981,2024-11-25,115704.30265614849,41853.98593333335,142818.21093333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +7.5 (ncaab),BRmb,2024-11-25,-148,133,-125,0.047014371499898684,0.026119095277721494,-139.04838709677418,1.8,4168.234995881972,NCAAB,spread,,,0.0,1928.45,L,,,,,,0.0,0.0,2024-11-25,115704.30265614849,41853.98593333335,141853.98593333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +7 (ncaab),FWmb,2024-11-25,-138,123,-118,0.04177192467015708,0.022610491335222638,-129.30252100840335,1.847457627118644,3496.0532685955563,NCAAB,spread,,,907.505,907.505,L,,,,,,-907.505,37.908230497790896,2024-11-25,115742.21088664628,40946.480933333354,141853.98593333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +7 (ncaab),BRmb,2024-11-25,-138,123,-118,0.04177192467015708,0.022610491335222638,-129.30252100840335,1.847457627118644,3473.6874126018597,NCAAB,spread,,,0.0,1815.01,L,,,,,,0.0,0.0,2024-11-25,115742.21088664628,40946.480933333354,140946.48093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +6.5 (ncaab),FWmb,2024-11-25,-125,113,-109,0.03921843266335191,0.02045363234595865,-118.33333333333334,1.9174311926605505,3012.596539033098,NCAAB,spread,,,838.455,838.455,L,,,,,,-838.455,32.88289095875073,2024-11-25,115775.09377760503,40108.02593333335,140946.48093333375,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +6.5 (ncaab),BRmb,2024-11-25,-125,113,-109,0.03921843266335191,0.02045363234595865,-118.33333333333334,1.9174311926605505,2994.6753634605793,NCAAB,spread,,,0.0,1676.91,L,,,,,,0.0,0.0,2024-11-25,115775.09377760503,40108.02593333335,140108.02593333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +6 (ncaab),FWmb,2024-11-25,-114,105,-103,0.028798757836710067,0.014612177621581957,-109.2056074766355,1.970873786407767,2077.99261156429,NCAAB,spread,,,787.125,787.125,L,,,,,,-787.125,22.66822226222041,2024-11-25,115797.76199986725,39320.90093333335,140108.02593333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +6 (ncaab),BRmb,2024-11-25,-114,105,-103,0.028798757836710067,0.014612177621581957,-109.2056074766355,1.970873786407767,2066.3184770992466,NCAAB,spread,,,0.0,1574.25,L,,,,,,0.0,0.0,2024-11-25,115797.76199986725,39320.90093333335,139320.90093333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,South ,0,2024-11,South Carolina +5.5 (ncaab),FWmb,2024-11-25,-105,-103,105,0.029831487155314397,0.014551944953811902,-100.94719393795877,2.05,1979.1188888855127,NCAAB,spread,,,734.65,734.65,L,,,,,,-734.65,21.91570203865172,2024-11-25,115819.6777019059,38586.25093333335,139320.90093333376,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
